CustomerID,ChurnStatus,Age,Gender,MaritalStatus,IncomeLevel,TransactionID,TransactionDate,AmountSpent,ProductCategory,InteractionID,InteractionDate,InteractionType,ResolutionStatus,LastLoginDate,LoginFrequency,ServiceUsage,DaysSinceLastLogin,TransactionMonth,TransactionYear
10,1,68,M,Married,High,7614,2022-10-31,35.29,Clothing,-1.0,2022-07-02,Unknown,Unknown,2023-01-13,29,Online Banking,1185,10,2022
11,0,54,M,Divorced,Medium,2486,2022-03-01,462.0,Groceries,6610.0,2022-10-28,Feedback,Resolved,2023-01-22,30,Online Banking,1176,3,2022
11,0,54,M,Divorced,Medium,2486,2022-03-01,462.0,Groceries,7511.0,2022-01-26,Feedback,Unresolved,2023-01-22,30,Online Banking,1176,3,2022
11,0,54,M,Divorced,Medium,6848,2022-06-06,334.62,Books,6610.0,2022-10-28,Feedback,Resolved,2023-01-22,30,Online Banking,1176,6,2022
11,0,54,M,Divorced,Medium,6848,2022-06-06,334.62,Books,7511.0,2022-01-26,Feedback,Unresolved,2023-01-22,30,Online Banking,1176,6,2022
11,0,54,M,Divorced,Medium,5349,2022-09-22,163.78,Books,6610.0,2022-10-28,Feedback,Resolved,2023-01-22,30,Online Banking,1176,9,2022
11,0,54,M,Divorced,Medium,5349,2022-09-22,163.78,Books,7511.0,2022-01-26,Feedback,Unresolved,2023-01-22,30,Online Banking,1176,9,2022
11,0,54,M,Divorced,Medium,9437,2022-10-03,347.37,Groceries,6610.0,2022-10-28,Feedback,Resolved,2023-01-22,30,Online Banking,1176,10,2022
11,0,54,M,Divorced,Medium,9437,2022-10-03,347.37,Groceries,7511.0,2022-01-26,Feedback,Unresolved,2023-01-22,30,Online Banking,1176,10,2022
11,0,54,M,Divorced,Medium,8270,2022-12-14,426.06,Books,6610.0,2022-10-28,Feedback,Resolved,2023-01-22,30,Online Banking,1176,12,2022
11,0,54,M,Divorced,Medium,8270,2022-12-14,426.06,Books,7511.0,2022-01-26,Feedback,Unresolved,2023-01-22,30,Online Banking,1176,12,2022
12,0,41,F,Married,Low,6450,2022-11-02,87.1,Electronics,8485.0,2022-11-29,Feedback,Resolved,2023-12-31,43,Website,833,11,2022
12,0,41,F,Married,Low,6450,2022-11-02,87.1,Electronics,7872.0,2022-01-12,Inquiry,Unresolved,2023-12-31,43,Website,833,11,2022
13,0,24,F,Divorced,Low,2005,2022-07-23,54.17,Clothing,9681.0,2022-07-27,Complaint,Resolved,2023-07-05,10,Mobile App,1012,7,2022
13,0,24,F,Divorced,Low,4677,2022-08-10,164.72,Books,9681.0,2022-07-27,Complaint,Resolved,2023-07-05,10,Mobile App,1012,8,2022
13,0,24,F,Divorced,Low,1990,2022-09-27,173.13,Electronics,9681.0,2022-07-27,Complaint,Resolved,2023-07-05,10,Mobile App,1012,9,2022
14,0,42,M,Widowed,Medium,6836,2022-01-17,468.35,Furniture,4459.0,2022-07-25,Complaint,Unresolved,2023-01-10,26,Online Banking,1188,1,2022
14,0,42,M,Widowed,Medium,6836,2022-01-17,468.35,Furniture,8823.0,2022-07-29,Feedback,Resolved,2023-01-10,26,Online Banking,1188,1,2022
14,0,42,M,Widowed,Medium,6340,2022-02-21,213.22,Groceries,4459.0,2022-07-25,Complaint,Unresolved,2023-01-10,26,Online Banking,1188,2,2022
14,0,42,M,Widowed,Medium,6340,2022-02-21,213.22,Groceries,8823.0,2022-07-29,Feedback,Resolved,2023-01-10,26,Online Banking,1188,2,2022
14,0,42,M,Widowed,Medium,9980,2022-04-17,412.2,Furniture,4459.0,2022-07-25,Complaint,Unresolved,2023-01-10,26,Online Banking,1188,4,2022
14,0,42,M,Widowed,Medium,9980,2022-04-17,412.2,Furniture,8823.0,2022-07-29,Feedback,Resolved,2023-01-10,26,Online Banking,1188,4,2022
14,0,42,M,Widowed,Medium,2396,2022-05-16,186.37,Groceries,4459.0,2022-07-25,Complaint,Unresolved,2023-01-10,26,Online Banking,1188,5,2022
14,0,42,M,Widowed,Medium,2396,2022-05-16,186.37,Groceries,8823.0,2022-07-29,Feedback,Resolved,2023-01-10,26,Online Banking,1188,5,2022
14,0,42,M,Widowed,Medium,1721,2022-06-03,156.21,Groceries,4459.0,2022-07-25,Complaint,Unresolved,2023-01-10,26,Online Banking,1188,6,2022
14,0,42,M,Widowed,Medium,1721,2022-06-03,156.21,Groceries,8823.0,2022-07-29,Feedback,Resolved,2023-01-10,26,Online Banking,1188,6,2022
14,0,42,M,Widowed,Medium,8718,2022-06-05,478.59,Groceries,4459.0,2022-07-25,Complaint,Unresolved,2023-01-10,26,Online Banking,1188,6,2022
14,0,42,M,Widowed,Medium,8718,2022-06-05,478.59,Groceries,8823.0,2022-07-29,Feedback,Resolved,2023-01-10,26,Online Banking,1188,6,2022
14,0,42,M,Widowed,Medium,2745,2022-06-17,442.99,Furniture,4459.0,2022-07-25,Complaint,Unresolved,2023-01-10,26,Online Banking,1188,6,2022
14,0,42,M,Widowed,Medium,2745,2022-06-17,442.99,Furniture,8823.0,2022-07-29,Feedback,Resolved,2023-01-10,26,Online Banking,1188,6,2022
14,0,42,M,Widowed,Medium,7776,2022-10-16,335.44,Clothing,4459.0,2022-07-25,Complaint,Unresolved,2023-01-10,26,Online Banking,1188,10,2022
14,0,42,M,Widowed,Medium,7776,2022-10-16,335.44,Clothing,8823.0,2022-07-29,Feedback,Resolved,2023-01-10,26,Online Banking,1188,10,2022
14,0,42,M,Widowed,Medium,6272,2022-11-08,150.22,Books,4459.0,2022-07-25,Complaint,Unresolved,2023-01-10,26,Online Banking,1188,11,2022
14,0,42,M,Widowed,Medium,6272,2022-11-08,150.22,Books,8823.0,2022-07-29,Feedback,Resolved,2023-01-10,26,Online Banking,1188,11,2022
15,0,42,M,Divorced,Medium,2253,2022-01-20,273.54,Furniture,6644.0,2022-10-18,Feedback,Unresolved,2023-06-15,44,Online Banking,1032,1,2022
15,0,42,M,Divorced,Medium,2253,2022-01-20,273.54,Furniture,3914.0,2022-02-04,Complaint,Unresolved,2023-06-15,44,Online Banking,1032,1,2022
15,0,42,M,Divorced,Medium,5338,2022-01-26,406.29,Groceries,6644.0,2022-10-18,Feedback,Unresolved,2023-06-15,44,Online Banking,1032,1,2022
15,0,42,M,Divorced,Medium,5338,2022-01-26,406.29,Groceries,3914.0,2022-02-04,Complaint,Unresolved,2023-06-15,44,Online Banking,1032,1,2022
15,0,42,M,Divorced,Medium,3145,2022-03-28,283.39,Books,6644.0,2022-10-18,Feedback,Unresolved,2023-06-15,44,Online Banking,1032,3,2022
15,0,42,M,Divorced,Medium,3145,2022-03-28,283.39,Books,3914.0,2022-02-04,Complaint,Unresolved,2023-06-15,44,Online Banking,1032,3,2022
15,0,42,M,Divorced,Medium,6146,2022-04-15,160.79,Books,6644.0,2022-10-18,Feedback,Unresolved,2023-06-15,44,Online Banking,1032,4,2022
15,0,42,M,Divorced,Medium,6146,2022-04-15,160.79,Books,3914.0,2022-02-04,Complaint,Unresolved,2023-06-15,44,Online Banking,1032,4,2022
15,0,42,M,Divorced,Medium,1293,2022-05-20,68.63,Groceries,6644.0,2022-10-18,Feedback,Unresolved,2023-06-15,44,Online Banking,1032,5,2022
15,0,42,M,Divorced,Medium,1293,2022-05-20,68.63,Groceries,3914.0,2022-02-04,Complaint,Unresolved,2023-06-15,44,Online Banking,1032,5,2022
15,0,42,M,Divorced,Medium,4936,2022-08-16,151.88,Furniture,6644.0,2022-10-18,Feedback,Unresolved,2023-06-15,44,Online Banking,1032,8,2022
15,0,42,M,Divorced,Medium,4936,2022-08-16,151.88,Furniture,3914.0,2022-02-04,Complaint,Unresolved,2023-06-15,44,Online Banking,1032,8,2022
15,0,42,M,Divorced,Medium,2620,2022-11-11,383.9,Electronics,6644.0,2022-10-18,Feedback,Unresolved,2023-06-15,44,Online Banking,1032,11,2022
15,0,42,M,Divorced,Medium,2620,2022-11-11,383.9,Electronics,3914.0,2022-02-04,Complaint,Unresolved,2023-06-15,44,Online Banking,1032,11,2022
15,0,42,M,Divorced,Medium,3147,2022-12-16,185.6,Clothing,6644.0,2022-10-18,Feedback,Unresolved,2023-06-15,44,Online Banking,1032,12,2022
15,0,42,M,Divorced,Medium,3147,2022-12-16,185.6,Clothing,3914.0,2022-02-04,Complaint,Unresolved,2023-06-15,44,Online Banking,1032,12,2022
16,1,30,F,Single,Medium,5751,2022-07-23,352.99,Books,5761.0,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1124,7,2022
16,1,30,F,Single,Medium,5751,2022-07-23,352.99,Books,9278.0,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1124,7,2022
16,1,30,F,Single,Medium,6637,2022-08-07,97.06,Electronics,5761.0,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1124,8,2022
16,1,30,F,Single,Medium,6637,2022-08-07,97.06,Electronics,9278.0,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1124,8,2022
16,1,30,F,Single,Medium,4438,2022-08-09,470.53,Clothing,5761.0,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1124,8,2022
16,1,30,F,Single,Medium,4438,2022-08-09,470.53,Clothing,9278.0,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1124,8,2022
16,1,30,F,Single,Medium,7531,2022-09-01,147.82,Furniture,5761.0,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1124,9,2022
16,1,30,F,Single,Medium,7531,2022-09-01,147.82,Furniture,9278.0,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1124,9,2022
16,1,30,F,Single,Medium,1141,2022-11-13,334.33,Books,5761.0,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1124,11,2022
16,1,30,F,Single,Medium,1141,2022-11-13,334.33,Books,9278.0,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1124,11,2022
16,1,30,F,Single,Medium,6371,2022-11-14,154.7,Books,5761.0,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1124,11,2022
16,1,30,F,Single,Medium,6371,2022-11-14,154.7,Books,9278.0,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1124,11,2022
16,1,30,F,Single,Medium,3844,2022-11-22,250.51,Furniture,5761.0,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1124,11,2022
16,1,30,F,Single,Medium,3844,2022-11-22,250.51,Furniture,9278.0,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1124,11,2022
16,1,30,F,Single,Medium,9620,2022-11-25,52.67,Books,5761.0,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1124,11,2022
16,1,30,F,Single,Medium,9620,2022-11-25,52.67,Books,9278.0,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1124,11,2022
16,1,30,F,Single,Medium,6615,2022-12-14,159.18,Furniture,5761.0,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1124,12,2022
16,1,30,F,Single,Medium,6615,2022-12-14,159.18,Furniture,9278.0,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1124,12,2022
17,0,19,M,Married,Low,1301,2022-06-03,67.2,Groceries,2246.0,2022-05-11,Inquiry,Unresolved,2023-09-03,8,Online Banking,952,6,2022
17,0,19,M,Married,Low,1301,2022-06-03,67.2,Groceries,7540.0,2022-05-06,Inquiry,Resolved,2023-09-03,8,Online Banking,952,6,2022
17,0,19,M,Married,Low,4397,2022-06-27,124.02,Clothing,2246.0,2022-05-11,Inquiry,Unresolved,2023-09-03,8,Online Banking,952,6,2022
17,0,19,M,Married,Low,4397,2022-06-27,124.02,Clothing,7540.0,2022-05-06,Inquiry,Resolved,2023-09-03,8,Online Banking,952,6,2022
17,0,19,M,Married,Low,4890,2022-07-01,444.06,Groceries,2246.0,2022-05-11,Inquiry,Unresolved,2023-09-03,8,Online Banking,952,7,2022
17,0,19,M,Married,Low,4890,2022-07-01,444.06,Groceries,7540.0,2022-05-06,Inquiry,Resolved,2023-09-03,8,Online Banking,952,7,2022
17,0,19,M,Married,Low,2767,2022-07-19,344.04,Electronics,2246.0,2022-05-11,Inquiry,Unresolved,2023-09-03,8,Online Banking,952,7,2022
17,0,19,M,Married,Low,2767,2022-07-19,344.04,Electronics,7540.0,2022-05-06,Inquiry,Resolved,2023-09-03,8,Online Banking,952,7,2022
17,0,19,M,Married,Low,3589,2022-07-23,431.79,Books,2246.0,2022-05-11,Inquiry,Unresolved,2023-09-03,8,Online Banking,952,7,2022
17,0,19,M,Married,Low,3589,2022-07-23,431.79,Books,7540.0,2022-05-06,Inquiry,Resolved,2023-09-03,8,Online Banking,952,7,2022
17,0,19,M,Married,Low,7359,2022-09-29,92.54,Electronics,2246.0,2022-05-11,Inquiry,Unresolved,2023-09-03,8,Online Banking,952,9,2022
17,0,19,M,Married,Low,7359,2022-09-29,92.54,Electronics,7540.0,2022-05-06,Inquiry,Resolved,2023-09-03,8,Online Banking,952,9,2022
17,0,19,M,Married,Low,9294,2022-11-24,121.62,Furniture,2246.0,2022-05-11,Inquiry,Unresolved,2023-09-03,8,Online Banking,952,11,2022
17,0,19,M,Married,Low,9294,2022-11-24,121.62,Furniture,7540.0,2022-05-06,Inquiry,Resolved,2023-09-03,8,Online Banking,952,11,2022
18,1,56,F,Married,High,9033,2022-01-14,254.22,Books,9487.0,2022-11-08,Inquiry,Unresolved,2023-11-24,37,Website,870,1,2022
18,1,56,F,Married,High,1028,2022-02-08,154.09,Furniture,9487.0,2022-11-08,Inquiry,Unresolved,2023-11-24,37,Website,870,2,2022
18,1,56,F,Married,High,6170,2022-04-28,281.73,Books,9487.0,2022-11-08,Inquiry,Unresolved,2023-11-24,37,Website,870,4,2022
18,1,56,F,Married,High,4769,2022-05-27,164.11,Groceries,9487.0,2022-11-08,Inquiry,Unresolved,2023-11-24,37,Website,870,5,2022
18,1,56,F,Married,High,1171,2022-08-30,97.23,Furniture,9487.0,2022-11-08,Inquiry,Unresolved,2023-11-24,37,Website,870,8,2022
19,0,57,F,Divorced,High,9830,2022-05-09,477.83,Furniture,9979.0,2022-11-28,Complaint,Unresolved,2023-03-08,39,Online Banking,1131,5,2022
19,0,57,F,Divorced,High,9830,2022-05-09,477.83,Furniture,8180.0,2022-04-18,Complaint,Unresolved,2023-03-08,39,Online Banking,1131,5,2022
19,0,57,F,Divorced,High,5865,2022-07-18,19.8,Groceries,9979.0,2022-11-28,Complaint,Unresolved,2023-03-08,39,Online Banking,1131,7,2022
19,0,57,F,Divorced,High,5865,2022-07-18,19.8,Groceries,8180.0,2022-04-18,Complaint,Unresolved,2023-03-08,39,Online Banking,1131,7,2022
19,0,57,F,Divorced,High,3893,2022-10-14,382.15,Furniture,9979.0,2022-11-28,Complaint,Unresolved,2023-03-08,39,Online Banking,1131,10,2022
19,0,57,F,Divorced,High,3893,2022-10-14,382.15,Furniture,8180.0,2022-04-18,Complaint,Unresolved,2023-03-08,39,Online Banking,1131,10,2022
19,0,57,F,Divorced,High,8988,2022-12-21,11.82,Clothing,9979.0,2022-11-28,Complaint,Unresolved,2023-03-08,39,Online Banking,1131,12,2022
19,0,57,F,Divorced,High,8988,2022-12-21,11.82,Clothing,8180.0,2022-04-18,Complaint,Unresolved,2023-03-08,39,Online Banking,1131,12,2022
19,0,57,F,Divorced,High,6290,2022-12-22,125.66,Furniture,9979.0,2022-11-28,Complaint,Unresolved,2023-03-08,39,Online Banking,1131,12,2022
19,0,57,F,Divorced,High,6290,2022-12-22,125.66,Furniture,8180.0,2022-04-18,Complaint,Unresolved,2023-03-08,39,Online Banking,1131,12,2022
20,0,41,M,Single,Low,4307,2022-02-02,324.99,Clothing,9094.0,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,971,2,2022
20,0,41,M,Single,Low,4640,2022-04-04,462.1,Books,9094.0,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,971,4,2022
20,0,41,M,Single,Low,9861,2022-04-14,315.55,Furniture,9094.0,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,971,4,2022
20,0,41,M,Single,Low,1490,2022-07-12,345.75,Groceries,9094.0,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,971,7,2022
20,0,41,M,Single,Low,4846,2022-09-14,485.84,Clothing,9094.0,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,971,9,2022
20,0,41,M,Single,Low,5167,2022-09-20,122.1,Groceries,9094.0,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,971,9,2022
20,0,41,M,Single,Low,7435,2022-10-19,39.34,Groceries,9094.0,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,971,10,2022
20,0,41,M,Single,Low,8961,2022-11-26,488.22,Clothing,9094.0,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,971,11,2022
20,0,41,M,Single,Low,2219,2022-12-17,191.96,Electronics,9094.0,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,971,12,2022
21,0,64,M,Divorced,High,2493,2022-02-16,97.31,Books,-1.0,2022-07-02,Unknown,Unknown,2023-06-16,18,Website,1031,2,2022
21,0,64,M,Divorced,High,8416,2022-03-01,64.35,Books,-1.0,2022-07-02,Unknown,Unknown,2023-06-16,18,Website,1031,3,2022
21,0,64,M,Divorced,High,3714,2022-03-19,153.58,Books,-1.0,2022-07-02,Unknown,Unknown,2023-06-16,18,Website,1031,3,2022
21,0,64,M,Divorced,High,2596,2022-04-09,217.3,Groceries,-1.0,2022-07-02,Unknown,Unknown,2023-06-16,18,Website,1031,4,2022
21,0,64,M,Divorced,High,3647,2022-08-02,380.48,Groceries,-1.0,2022-07-02,Unknown,Unknown,2023-06-16,18,Website,1031,8,2022
22,0,42,F,Divorced,Low,5195,2022-02-01,159.75,Furniture,2931.0,2022-01-07,Inquiry,Resolved,2023-05-06,42,Mobile App,1072,2,2022
